Food Name,Water (g),Total nitrogen (g),Protein (g),Fat (g),Carbohydrate (g),Energy (kcal) (kcal),Energy (kJ) (kJ),Starch (g),Oligosaccharide (g),Total sugars (g),Glucose (g),Galactose (g),Fructose (g),Sucrose (g),Maltose (g),Lactose (g),Alcohol (g),NSP (g),AOAC fibre (g),Satd FA /100g FA (g),Satd FA /100g fd (g),n-6 poly /100g FA (g),n-6 poly /100g food (g),n-3 poly /100g FA (g),n-3 poly /100g food (g),cis-Mono FA /100g FA (g),cis-Mono FA /100g Food (g),Mono FA/ 100g FA (g),Mono FA /100g food (g),cis-Polyu FA /100g FA (g),cis-Poly FA /100g Food (g),Poly FA /100g FA (g),Poly FA /100g food (g),Sat FA excl Br /100g FA (g),Sat FA excl Br /100g food (g),Branched chain FA /100g FA (g),Branched chain FA /100g food (g),Trans FAs /100g FA (g),Trans FAs /100g food (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Calcium (mg),Magnesium (mg),Phosphorus (mg),Iron (mg),Copper (mg),Zinc (mg),Chloride (mg),Manganese (mg),Selenium (µg),Iodine (µg),Retinol (µg),Carotene (µg),Retinol Equivalent (µg),Vitamin D (µg),Vitamin E (mg),Vitamin K1 (µg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Tryptophan/60 (mg),Niacin equivalent (mg),Vitamin B6 (mg),Vitamin B12 (µg),Folate (µg),Pantothenate (mg),Biotin (µg),Vitamin C (mg)
,WATER,TOTNIT,PROT,FAT,CHO,KCALS,KJ,STAR,OLIGO,TOTSUG,GLUC,GALACT,FRUCT,SUCR,MALT,LACT,ALCO,ENGFIB,AOACFIB,SATFAC,SATFOD,TOTn6PFAC,TOTn6PFOD,TOTn3PFAC,TOTn3PFOD,MONOFACc,MONOFODc,MONOFAC,MONOFOD,POLYFACc,POLYFODc,POLYFAC,POLYFOD,SATFACx6,SATFODx6,TOTBRFAC,TOTBRFOD,FACTRANS,FODTRANS,CHOL,NA,K,CA,MG,P,FE,CU,ZN,CL,MN,SE,I,RET,CAREQU,RETEQU,VITD,VITE,VITK1,THIA,RIBO,NIAC,TRYP60,NIACEQU,VITB6,VITB12,FOLT,PANTO,BIOT,VITC
,Water,Total nitrogen,Protein,Fat,Carbohydrate,kcal,kJ,Starch,Oligosaccharide,Total sugars,Glucose,Galactose,Fructose,Sucrose,Maltose,Lactose,Alcohol,Non-starch polysaccharide,AOAC fibre,Saturated fatty acids per 100g fatty acids,Saturated fatty acids per 100g food,Total n-6 polyunsaturated fatty acids per 100g fatty acid,Total n-6 polyunsaturated fatty acids per 100g food,Total n-3 polyunsaturated fatty acids per 100g fatty acid,Total n-3 polyunsaturated fatty acids per 100g food,cis-Monounsaturated fatty acids /100g FA,cis-Monounsaturated fatty acids /100g Food,Monounsaturated fatty acids per 100g fatty acids,Monounsaturated fatty acids per 100g food,cis-Polyunsaturated fatty acids /100g FA,cis-Polyunsaturated fatty acids /100g Food,Polyunsaturated fatty acids per 100g fatty acids,Polyunsaturated fatty acids per 100g food,Saturated fatty acids excluding branch per 100 g fatty acid,Saturated fatty acids excluding branch per 100 g food,Total branched chain per 100g fatty acid,Total branched chain per 100g food,Total Trans fatty acids per 100g fatty acids,Total Trans fatty acids per 100g food,Cholesterol,Sodium,Potassium,Calcium,Magnesium,Phosphorus,Iron,Copper,Zinc,Chloride,Manganese,Selenium,Iodine,Retinol,Carotene,Total retinol equivalent,Total Vitamin D,Total Vitamin E,Phylloquinone,Thiamin,Riboflavin,Niacin,Tryptophan divided by 60,Niacin equivalent,Vitamin B6,Vitamin B12,Folate,Pantothenate,Biotin,Vitamin C
"Coconut, flesh only, fresh",45.0,0.61,3.2,36.0,3.7,351,1446,0.0,0,3.7,0,0,0,3.7,0.0,0.0,0,7.3,0,0,31.39,1.80,0.62,0.00,0,7.00,2.41,0,2.41,1.80,0.62,0,0.62,91.20,31.39,0.00,0.00,0.00,0.00,0.0,17,370,13,41,94,2.10,0.32,0.5,110,1.00,1,1,0,0,0,0.0,0.73,0,0.04,0.01,0.5,0.6,1.1,0.05,0.0,26,0.30,N,3
"Cod, dried, salted, boiled",64.9,5.20,32.5,0.9,0.0,138,586,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.20,0,0,0,0,0,0,0,0.10,0,0,0,0.40,0,0,0,0,0,0,59.0,400,31,22,35,160,0.40,N,N,670,0.01,52,N,2,0,2,0,N,0,0,0,N,6.1,N,N,N,0,N,0,0
"Cod, flesh only, baked",76.9,3.82,23.9,0.5,0.0,100,425,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.17,0.12,0,0.02,0,0.13,21.18,0.08,0,0.08,41.80,0.16,0,0.16,0,0,0,0,0.34,0,43.3,91,367,18,30,189,0.15,0.02,0.6,130,0.01,44,161,2,0,2,0,0.95,0,0.10,0.09,2.0,4.1,6.1,0.12,1.9,8,0.30,0.9,0
"Cod, flesh only, baked, weighed with bones and skin",68.4,3.40,21.3,0.4,0.0,89,377,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.11,0,0.02,0,0.12,0,0.07,0,0.07,0,0.14,0,0.14,0,0,0,0,0,0,38.5,81,327,16,27,168,0.13,0.02,0.5,116,0.01,39,161,2,0,2,0,0.85,0,0.09,0.08,1.8,3.7,5.5,0.11,1.7,7,0.27,0.8,0
"Cod, flesh only, grilled",74.1,3.94,24.6,0.8,0.0,106,448,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23,0,0.05,0,0.12,0,0.20,0,0.20,0,0.16,0,0.16,0,0,0,0,0,0,73.1,128,453,17,35,238,0.10,0.03,0.5,232,0.01,32,276,3,0,3,0,0.93,0,0.08,0.10,2.9,3.7,6.6,0.18,2.0,9,0.33,1.8,0
"Cod, flesh only, microwaved",77.2,3.76,23.5,0.4,0.0,98,414,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.93,0.08,0,0.02,0,0.09,26.83,0.08,0,0.08,39.30,0.11,0,0.11,0,0,0,0,0.35,0,34.7,108,427,16,32,216,0.16,0.02,0.5,168,0.01,44,243,2,0,2,0,0.86,0,0.08,0.10,1.8,3.7,5.5,0.13,2.2,8,0.28,0.7,0
"Cod, flesh only, poached in milk, butter and salt added",77.7,3.35,20.9,1.1,0,94,396,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.10,0,0,0,0.30,0,0,0,0,0,0.00,53.0,110,330,11,26,180,0.10,0.02,0.5,150,0.01,33,120,2,0,2,0,0.61,0,0.04,0.06,2.8,3.9,6.7,0.21,2.0,14,0.31,1.0,0
"Cod, flesh only, poached in milk, butter and salt added, weighed with bones and skin",67.6,2.91,18.2,1.0,0,81,345,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.10,0,0,0,0.30,0,0,0,0,0,0.00,46.0,96,290,1,23,160,0.10,0.02,0.4,130,0.01,29,100,2,0,2,0,0.53,0,0.03,0.05,2.4,3.4,5.8,0.18,1.0,12,0.27,1.0,0
"Cod, flesh only, raw",81.6,2.80,17.5,0.6,0.0,75,320,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.15,0.16,0,0.03,0,0.08,32.22,0.14,0,0.14,26.32,0.11,0,0.11,0,0,0,0,0,0,51.9,91,322,12,25,169,0.10,0.02,0.3,165,0.01,23,196,2,0,2,0,0.66,0.01,0.06,0.08,2.3,2.6,4.9,0.14,1.5,7,0.25,1.3,0
"Cod, flesh only, salted and smoked, raw",78.0,2.93,18.3,0.6,0.0,79,333,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0.20,0,0,0,0,0,0,46.0,500,390,9,25,190,0.10,0.02,0.4,700,0.01,28,110,2,0,2,0,0.44,0,0.04,0.05,2.0,3.4,5.4,0.17,1.0,5,0.27,1.0,0
"Cod, flesh only, steamed",76.0,3.65,22.8,0.8,0.0,98,417,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.21,0,0.04,0,0.10,0,0.18,0,0.18,0,0.14,0,0.14,0,0,0,0,0,0,67.7,127,420,16,32,220,0.10,0.03,0.4,209,0.01,30,256,3,0,3,0,0.86,0,0.07,0.10,2.7,3.4,6.1,0.18,1.9,9,0.26,1.5,0
"Cod, flesh only, steamed, weighed with bones and skin",66.2,3.18,19.9,0.7,0.0,86,364,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.18,0,0.03,0,0.09,0,0.16,0,0.16,0,0.12,0,0.12,0,0,0,0,0,0,58.9,110,365,14,28,192,0.10,0.02,0.4,182,0.01,26,223,2,0,2,0,0.75,0,0.06,0.09,2.4,3.0,5.4,0.16,1.6,8,0.23,1.3,0
"Cod, in batter, baked",56.0,1.97,12.3,11.8,19.7,229,961,17.7,0.0,2,N,0,0,N,0,N,0.0,0.8,1.5,15.19,1.71,18.48,2.08,5.93,0.67,58.78,6.63,58.91,6.65,24.41,2.75,24.41,2.75,15.13,1.71,0.06,0.01,0.14,0.02,36.5,424,230,32,21,158,0.51,0.04,0.4,530,0.14,17,99,0,N,N,0,2.38,0,0.07,0.07,0.9,2.7,3.6,0.20,1.7,12,0.09,1.4,0
"Cod, in batter, fried in dripping, takeaway",57.3,2.69,16.8,14.7,10.7,240,1001,9.7,0.0,1.0,0.1,0,0.2,0.3,0.3,0,0.0,0.5,0.5,0,8.21,0,0,0,0,0,0,0,5.44,0,0,0,0.38,0,0,0,0,0,N,N,175,326,80,24,208,0.39,0.04,0.5,220,0.09,22,214,N,N,N,0,N,0,0.07,0.12,2.1,3.6,5.7,0.24,2.1,16,0.18,1.4,0
"Cod, in batter, fried in rapeseed oil",49.2,2.02,12.6,17.9,19.5,285,1189,18.1,0.0,1.4,N,0,0,N,0,N,0.0,0.8,1.5,0,2.12,0,0,0,0,0,0,0,10.26,0,0,0,4.54,0,0,0,0,0,0.02,37.3,424,230,32,21,158,0.51,0.04,0.4,530,0.14,17,99,0,0,0,0,3.73,0,0.07,0.07,0.9,2.8,3.7,0.20,1.7,12,0.09,1.4,0
"Cod, in batter, fried in sunflower oil, takeaway",57.3,2.69,16.8,14.7,19.5,240,1001,9.7,0.0,1.0,0.1,0,0.2,0.3,0.3,0,0.0,0.5,0.5,0,1.72,0,0,0,0,0,0,0,2.96,0,0,0,9.26,0,0,0,0,0,0.02,N,175,326,80,26,208,0.39,0.04,0.5,220,0.09,22,214,0,0,0,0,N,0,0.07,0.12,2.1,3.6,5.7,0.24,2.1,16,0.18,1.4,0
"Cod, in batter, fried, takeaway",57.3,2.69,16.8,14.7,10.7,240,1001,9.7,0,1.0,0.1,0,0.2,0.3,0.3,0,0,0.5,0.5,53.93,7.58,5.30,0.75,0.92,0.13,35.65,5.01,38.05,5.35,6.22,0.87,6.22,0.87,53.33,7.49,0.60,0.08,2.40,0.34,60.4,175,326,79,26,208,0.39,0.04,0.5,220,0.09,22,214,0,0,0,0,1.48,0,0.07,0.12,2.1,3.6,5.7,0.24,2.1,16,0.18,1.4,0
"Cod, in breadcrumbs, baked",55.5,2.19,13.7,8.3,19.8,204,858,18.9,0.0,0.9,0.2,0,0,0.1,0.6,0,0.0,1.7,1.9,16.78,1.33,17.55,1.39,6.36,0.50,58.20,4.62,58.34,4.63,23.91,1.90,23.91,1.90,16.78,1.33,0,0,0.14,0.01,35.6,330,245,41,22,137,0.54,0.05,0.4,480,0.17,21,99,0,N,N,0,1.84,0,0.08,0.11,1.6,2.9,4.5,0.19,1.0,7,0.17,3.0,0
"Coffee and chicory essence, with water",97.3,0.01,0.1,0,2.4,9,40,0.1,0,2.3,0.1,0.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,3,32,1,2,4,0,0.03,N,4,N,N,N,0,N,N,0.0,N,0,0.00,0.00,0.1,N,N,N,0.0,N,N,N,0
"Coffee, cappuccino, latte",93.2,0.32,2.0,0.8,3.2,27,114,0.8,0.0,2.4,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,65.67,0.52,2.40,0.02,0.61,0,25.06,0.20,28.86,0.23,3.01,0.02,3.88,0.03,64.29,0.51,1.38,0.01,3.78,0.03,2.8,25,129,65,10,50,0.06,0.02,0.2,60,0.04,1,9,12,5,13,0.7,0,0,0.02,0.11,0.8,0.3,1.1,0.01,0,4,0.39,1.7,0
"Coffee, infusion, average",98.3,0.03,0.2,0,0.3,2,8,0.0,0,0.3,N,0.0,N,N,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,92,3,8,7,0.10,0,0,3,0.05,0,0,0,0,0,0.0,0,0.06,0,0.01,0.7,0.0,0.7,0,0.0,0,0,3.0,0
"Coffee, infusion, average, with semi-skimmed milk",97.2,0.10,0.6,0.2,0.7,7,29,0.0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,1.0,7,10,19,8,19,0.10,0,0.1,16,0.04,0,2,3,1,3,0,0,0,0.01,0.03,0.6,0.1,0.7,0.01,0,1,0.04,3.0,0
"Coffee, infusion, average, with single cream",96.8,0.05,0.4,1.2,0.3,14,56,0.0,0,0.3,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0,0,0.70,0,0,0,0,0,0,0,0.30,0,0,0,0,0,0,0,0,0,0,3.0,3,94,9,8,11,0.10,0,0.1,8,0.05,0,0,20,8,21,0,0.03,0,0,0.02,0.6,0,0.6,0,0,1,0.02,3.0,0
"Coffee, infusion, average, with whole milk",97.1,0.08,0.5,0.4,0.5,7,31,0.0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,2.0,6,97,15,8,16,0.10,0,0.1,14,0.04,0,2,6,2,6,0,0.01,0,0,0.03,0.6,0.1,0.7,0.01,0,1,0.04,3.0,0
"Coffee, infusion, strong",97.8,0.03,0.2,0,0.3,2,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1,120,3,10,8,0.10,0.01,0.1,3,0.07,0,0,0,0,0,0.0,0,0,0,0.01,0.9,0.0,0.9,0,0.0,0,0,3.0,0
"Coffee, infusion, weak",98.8,0.03,0.2,0,0.3,2,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,64,2,5,5,0,0,0,2,0.03,0,0,0,0,0,0.0,0,0,0,0,0.5,0.0,0.5,0,0.0,0,0,2.0,0
"Coffee, instant, made up with water",99.2,0.02,0.0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0.0,0,33,1,3,3,0,0,0,1,0.02,0,0,0,0,0,0.0,0.00,0,0.00,0,0.2,0.1,0.3,0.00,0.0,0,0.00,1.0,0
"Coffee, instant, made up with water and semi-skimmed milk",97.9,0.09,0.6,0.2,0.7,7,29,0,0,0.7,0.0,0.0,0.0,0.0,0.0,0.7,0.0,0.0,0,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,1.0,8,49,17,4,15,0,0,0.1,14,0.02,0,2,3,1,3,0,0,0,0.01,0.03,0.2,0.1,0.3,0.01,0,1,0.04,1.0,0
"Coffee, instant, made up with water and whole milk",97.9,0.08,0.5,0.4,0.6,8,34,0,0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0,0,0.30,0,0,0,0,0,0,0,0.10,0,0,0,0,0,0,0,0,0,0,2.0,7,45,14,4,13,0,0,0.1,11,0,0,2,6,2,6,0,0.01,0,0,0.02,0.2,0.1,0.3,0,0,1,0.04,1.0,0
"Coffee, Irish",83.1,0.06,0.4,8.8,2.7,125,516,0.0,0,2.5,0.0,0.0,0.0,2.2,0.0,0.3,5.0,0.0,0,0,5.44,0,0,0,0,0,0,0,2.25,0,0,0,0.30,0,0,0,0,0,0.30,22.3,4,74,11,7,13,0.11,0,0,8,0.03,0,6,127,79,140,0,0.27,0,0,0.04,0.5,0,0.5,0,0.1,1,0.04,2.1,0
"Coffee, powder, instant",3.4,3.26,14.6,0,4.5,75,320,4.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,81,3780,140,330,310,4.60,0.62,1.1,65,2.10,9,0,0,N,N,0.0,0,4.30,0.04,0.21,24.8,2.9,27.7,0.02,0.0,11,0,67.0,0
"Coffeemate, whitener powder",3.0,0.33,2.1,34.5,57.3,534,2202,0,47.9,9.4,5.0,0.0,0.0,0.0,4.4,0,0.0,0.0,0.0,0,26.00,0,0,0,0,0,0,0,N,0,0,0,N,0,0,0,0,0,0,2.0,400,900,4,N,350,N,N,N,N,N,N,N,0,200,33,0.0,N,6.00,0.00,1.00,0.0,0.6,0.6,0.00,0.0,0,0.00,0.0,0
Cola,89.7,0,0,0.0,10.9,41,174,0,0,10.9,3.5,0.0,3.4,4.0,0.0,0.0,0.0,0.0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,5,1,6,1,30,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0,0.00,0.0,0
"Cola, diet",99.8,0,0,0.0,0,1,2,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0.00,0,0,0,0,0,0.00,0.0,5,1,6,1,30,0,0,0,0,0,0,0,0,0,0,0.0,0.00,0,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0,0.00,0.0,0
"Cole leaves, dried, boiled in unsalted water",93.0,0.27,1.7,0.8,1.2,19,78,0.3,0,0.9,0.4,0.0,0.4,0.1,0.0,0.0,0,2.1,0,0,0.10,0,0,0,0,0,0,0,0.10,0,0,0,0.40,0,0,0,0,0,0,0.0,85,170,67,17,35,2.40,0.10,0.3,130,0.40,N,N,0,76,13,0.0,N,0,0.01,0.05,0.4,0.5,0.9,N,0.0,4,N,N,0
"Coleslaw, not low calorie, retail",73.0,0.13,0.8,16.3,6.0,173,714,0,0,6.0,1.4,0,1.2,3.5,0,0,0.0,1.7,1.2,10.60,1.65,16.62,2.59,7.03,1.10,64.62,10.07,64.74,10.09,23.66,3.69,23.66,3.69,10.53,1.64,0.07,0.01,0.12,0.02,11.0,296,156,36,8,21,0.25,0,0.1,450,0.07,1,3,37,694,153,0,3.93,0,0.02,0.42,0.2,0.3,0.5,0.13,0.1,56,0.12,0.6,1
"Coleslaw, with reduced calorie dressing, retail",80.8,0.14,0.9,9.1,6.5,110,456,0,0,6.5,1.6,0,1.3,3.7,0,0,0,1.8,1.6,8.44,0.73,18.69,1.63,8.38,0.73,63.31,5.51,63.38,5.51,27.07,2.36,27.07,2.36,8.37,0.73,0.07,0.01,0.07,0.01,11.9,197,175,40,8,20,0.23,0.02,0.1,320,0.10,1,3,N,N,N,N,1.41,0,0.02,0.42,0.2,0.3,0.5,0.13,N,56,0.12,0.6,1
"Coley, flesh only, baked",75.5,3.90,24.4,1.5,0.0,111,469,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27,0,0.03,0,0.34,0,0.36,0,0.36,0,0.37,0,0.37,0,0,0,0,0,0,64.2,92,410,10,43,231,0.37,0.05,0.6,176,0.01,45,151,5,0,5,0,0.77,0,0.22,0.18,2.8,5.0,7.8,0.33,4.2,6,0.36,4.5,0
"Coley, flesh only, grilled",76.7,3.71,27.2,1.4,0.0,105,446,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0.03,0,0.32,0,0.34,0,0.34,0,0.35,0,0.35,0,0,0,0,0,0,61.0,88,390,10,41,220,0.35,0.05,0.5,167,0.01,42,143,5,0,5,0,0.73,0,0.27,0.20,3.0,4.8,7.8,0.31,4.5,7,0.36,4.8,0
"Coley, flesh only, poached",74.9,3.99,25.0,1.5,0.0,114,481,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.27,0,0.03,0,0.35,0,0.36,0,0.37,0,0.38,0,0.38,0,0,0,0,0,0,65.7,95,420,10,44,237,0.37,0.06,0.6,180,0.01,46,154,5,0,5,0,0.79,0,0.29,0.24,3.2,5.1,8.4,0.37,4.8,7,0.37,4.6,0
"Coley, flesh only, raw",81.9,2.88,18.0,1.1,0.0,82,347,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,25.53,0.20,0,0.02,0,0.25,34.09,0.26,0,0.26,35.47,0.27,0,0.27,0,0,0,0,0.30,0,47.0,68,303,7,32,171,0.27,0.04,0.4,130,0.01,33,111,4,0,4,0,0.57,0,0.23,0.17,2.6,3.7,6.3,0.27,3.5,5,0.33,3.7,0
"Coley, flesh only, steamed",76.9,3.68,23.0,1.4,0.0,105,443,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.25,0,0.03,0,0.32,0,0.34,0,0.34,0,0.35,0,0.35,0,0,0,0,0,0,60.5,87,387,10,40,218,0.34,0.05,0.6,166,0.01,42,142,5,0,5,0,0.73,0,0.26,0.22,3.0,4.7,7.7,0.34,4.4,7,0.34,4.2,0
"Coley, flesh only, steamed, weighed with bones and skin",69.9,3.34,20.9,1.3,0.0,95,403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.23,0,0.03,0,0.29,0,0.30,0,0.31,0,0.32,0,0.32,0,0,0,0,0,0,55.0,79,352,9,37,199,0.31,0.05,0.5,151,0.01,38,39,5,0,5,0,0.73,0,0.26,0.22,3.0,4.7,7.7,0.34,4.4,7,0.34,4.2,0
"Complan powder, original and sweet",3.5,2.45,15.6,14.7,64.8,438,1846,0,22.0,42.8,0.4,0.0,0.0,4.9,2.6,34.9,0.0,0,0,0,6.50,0,0,0,0,0,0,0,6.30,0,0,0,1.60,0,0,0,0,0,0,N,190,660,540,96,440,7.40,0.53,5.3,450,0.53,19,79,440,0,440,4.4,11.00,67.00,0.96,1.20,14.0,3.5,17.5,1.20,2.3,180,5.30,44.0,70
"Complan powder, savoury",3.5,2.53,16.1,15.6,62.5,439,1852,6.8,49.5,6.2,1.6,0.0,0.1,0.2,3.3,1.1,0.0,0.3,0.2,0,6.62,0,0,0,0,0,0,0,6.30,0,0,0,1.71,0,0,0,0,0,0,N,900,730,420,96,490,7.40,0.53,5.3,1400,0.61,19,79,440,0,440,4.4,11.00,67.00,0.96,1.20,14.0,3.5,17.5,1.20,2.3,180,5.30,44.0,70
"Complan powder, savoury, made up with water",78.6,0.56,3.6,3.5,13.9,97,411,1.5,0,1.4,0.4,0,0.0,0.0,0.7,0.2,0,0.1,0.0,0,1.47,0,0,0,0,0,0,0,1.40,0,0,0,0.38,0,0,0,0,0,0,N,200,162,93,21,109,1.64,0.12,1.2,311,0.14,4,18,98,0,98,1.0,2.44,0,0.21,0.27,3.1,0.8,3.9,0.27,0.5,40,1.18,9.8,16
"Complan powder, sweet, made up with semi-skimmed milk",70.6,0.96,6.1,4.5,17.8,132,557,0,0,13.0,0.1,0,0.0,1.1,0.6,11.3,0,0,0,0,2.26,0,0,0,0,0,0,0,1.69,0,0,0,0.35,0,0,0,0,0,0.05,N,75,267,212,29,170,1.63,0.12,1.5,166,0.12,5,41,111,7,112,1.0,2.44,0,0.23,0.45,3.2,1.3,4.5,0.31,1.2,46,1.69,11.9,17
"Complan powder, sweet, made up with skimmed milk",71.7,0.97,6.1,3.4,17.9,122,517,0,0,13.1,0.1,0,0.0,1.1,0.6,11.3,0,0,0,0,1.52,0,0,0,0,0,0,0,1.43,0,0,0,0.35,0,0,0,0,0,0,N,76,271,216,30,171,1.64,0.12,1.5,167,0.12,5,41,97,0,97,1.0,2.41,0,0.23,0.44,3.2,1.3,4.5,0.31,1.2,46,1.55,11.5,16
"Complan powder, sweet, made up with water",78.3,0.55,3.5,3.3,14.6,98,415,0,0,9.6,0.1,0,0.0,1.1,0.6,7.8,0,0,0,0,1.46,0,0,0,0,0,0,0,1.42,0,0,0,0.36,0,0,0,0,0,0,N,43,148,121,22,99,1.66,0.12,1.2,101,0.12,4,18,99,0,99,1.0,2.47,0,0.22,0.27,3.1,0.8,3.9,0.27,0.5,40,1.19,9.9,16
"Complan powder, sweet, made up with whole milk",69.2,0.95,6.1,6.0,17.7,145,611,0,0,12.9,0.1,0,0.0,1.1,0.6,11.2,0,0,0,0,3.21,0,0,0,0,0,0,0,2.13,0,0,0,0.42,0,0,0,0,0,0.10,N,74,267,212,30,171,1.64,0.12,1.6,168,0.12,5,42,124,11,126,1.0,2.45,0,0.23,0.45,3.2,1.2,4.4,0.31,1.2,45,1.62,11.6,17
"Coo-coo, homemade",77.3,0.38,2.4,1.8,17.7,99,412,N,0,N,N,0,N,N,N,0.0,0,0.7,N,0,0.64,0,0,0,0,0,0,0,0.26,0,0,0,0.05,0,0,0,0,0,0.03,2.6,9,57,9,14,32,0.36,0.04,0.3,N,N,N,N,11,32,16,0.0,N,0.09,0.05,0.01,0.2,0.3,0.5,N,0.0,N,N,N,1
"Cooking fat, compound, not polyunsaturated",0.2,0,0,100.0,0.0,900,3700,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,44.25,42.30,10.86,10.38,2.56,2.45,41.85,40.01,41.92,40.07,13.42,12.83,13.42,12.83,44.19,42.24,0.06,0.06,0.07,0.06,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,13.80,0.00,0.00,0.0,0.0,0.0,0.00,0.0,0,0.00,0.0,0
"Coq au vin, homemade",68.7,1.79,11.0,11.0,3.3,188,783,2.9,0,0.4,0.1,0.0,0.1,0.1,0.0,0.0,4.7,0.3,0.2,0,4.19,0,0,0,0,0,0,0,4.45,0,0,0,1.55,0,0,0,0,0,0.16,67.0,154,286,14,19,88,1.02,0.08,0.9,239,0.10,9,6,50,28,55,0.3,0.18,0,0.10,0.15,2.6,2.0,4.6,0.15,0.4,5,0.63,3.2,1
"Coq au vin, homemade, weighed with bone",56.1,1.46,9.0,9.0,2.7,150,627,2.3,0,0.3,0.1,0,0.1,0.1,0.0,0.0,3.8,0.2,0.2,0,3.42,0,0,0,0,0,0,0,3.60,0,0,0,1.25,0,0,0,0,0,0.15,55.3,154,286,14,19,88,1.02,0.08,0.9,239,0.10,9,6,41,24,45,0.3,N,0,0.08,0.12,2.1,1.6,2.1,0.13,0,4,0.49,2.3,0
